20
255.000000,255.000000,255.000000,1.000000
255.000000,255.000000,255.000000,1.000000
255.000000,255.000000,255.000000,1.000000
232.157767,145.421956,145.421956,1.000000
230.858223,139.187823,139.187823,1.000000
230.720523,138.527253,138.527253,1.000000
230.710229,138.477871,138.477871,1.000000
230.709972,138.476638,138.476638,1.000000
230.709972,138.476637,138.476637,1.000000
230.709980,138.476676,138.476676,1.000000
230.710360,138.478496,138.478496,1.000000
230.714939,138.500466,138.500466,1.000000
231.057440,140.143501,140.143501,1.000000
233.082042,149.855857,149.855857,1.000000
240.198262,183.993566,183.993566,1.000000
255.000000,255.000000,255.000000,1.000000
255.000000,255.000000,255.000000,1.000000
255.000000,255.000000,255.000000,1.000000
255.000000,255.000000,255.000000,1.000000
255.000000,255.000000,255.000000,1.000000
255.000000,255.000000,255.000000,1.000000
255.000000,255.000000,255.000000,1.000000
236.640152,166.924712,166.924712,1.000000
230.947176,139.614545,139.614545,1.000000
230.720523,138.527253,138.527253,1.000000
230.710070,138.477110,138.477110,1.000000
230.709969,138.476621,138.476621,1.000000
230.709969,138.476621,138.476621,1.000000
230.709969,138.476621,138.476621,1.000000
230.709969,138.476621,138.476621,1.000000
230.709969,138.476621,138.476621,1.000000
230.709992,138.476731,138.476731,1.000000
230.711957,138.486159,138.486159,1.000000
230.876755,139.276724,139.276724,1.000000
232.192515,145.588644,145.588644,1.000000
240.198262,183.993566,183.993566,1.000000
255.000000,255.000000,255.000000,1.000000
255.000000,255.000000,255.000000,1.000000
255.000000,255.000000,255.000000,1.000000
255.000000,255.000000,255.000000,1.000000
255.000000,255.000000,255.000000,1.000000
255.000000,255.000000,255.000000,1.000000
232.607627,147.580010,147.580010,1.000000
230.866331,139.226717,139.226717,1.000000
230.710300,138.478211,138.478211,1.000000
230.709969,138.476621,138.476621,1.000000
230.709969,138.476621,138.476621,1.000000
230.709969,138.476621,138.476621,1.000000
230.709969,138.476621,138.476621,1.000000
230.709969,138.476621,138.476621,1.000000
230.709969,138.476621,138.476621,1.000000
230.709969,138.476621,138.476621,1.000000
230.709976,138.476657,138.476657,1.000000
230.711162,138.482344,138.482344,1.000000
230.843398,139.116703,139.116703,1.000000
232.192515,145.588644,145.588644,1.000000
240.198262,183.993566,183.993566,1.000000
255.000000,255.000000,255.000000,1.000000
255.000000,255.000000,255.000000,1.000000
255.000000,255.000000,255.000000,1.000000
255.000000,255.000000,255.000000,1.000000
255.000000,255.000000,255.000000,1.000000
233.675060,152.700666,152.700666,1.000000
230.777834,138.802184,138.802184,1.000000
230.709980,138.476674,138.476674,1.000000
230.709969,138.476621,138.476621,1.000000
230.709969,138.476621,138.476621,1.000000
230.709969,138.476621,138.476621,1.000000
230.709969,138.476621,138.476621,1.000000
230.709969,138.476621,138.476621,1.000000
230.709969,138.476621,138.476621,1.000000
230.709969,138.476621,138.476621,1.000000
230.709969,138.476621,138.476621,1.000000
230.709969,138.476622,138.476622,1.000000
230.710060,138.477058,138.477058,1.000000
230.720393,138.526628,138.526628,1.000000
231.071918,140.212955,140.212955,1.000000
245.891238,211.303733,211.303733,1.000000
255.000000,255.000000,255.000000,1.000000
255.000000,255.000000,255.000000,1.000000
255.000000,255.000000,255.000000,1.000000
255.000000,255.000000,255.000000,1.000000
231.614843,142.817455,142.817455,1.000000
230.712730,138.489868,138.489868,1.000000
230.709969,138.476622,138.476622,1.000000
230.709969,138.476621,138.476621,1.000000
230.709969,138.476621,138.476621,1.000000
230.709969,138.476621,138.476621,1.000000
230.709969,138.476621,138.476621,1.000000
230.709969,138.476621,138.476621,1.000000
230.709969,138.476621,138.476621,1.000000
230.709969,138.476621,138.476621,1.000000
230.709969,138.476621,138.476621,1.000000
230.709969,138.476621,138.476621,1.000000
230.709969,138.476621,138.476621,1.000000
230.709994,138.476742,138.476742,1.000000
230.718452,138.517317,138.517317,1.000000
231.433868,141.949288,141.949288,1.000000
255.000000,255.000000,255.000000,1.000000
255.000000,255.000000,255.000000,1.000000
255.000000,255.000000,255.000000,1.000000
234.416333,156.256678,156.256678,1.000000
230.767881,138.754435,138.754435,1.000000
230.709993,138.476739,138.476739,1.000000
230.709969,138.476621,138.476621,1.000000
230.709969,138.476621,138.476621,1.000000
230.709969,138.476621,138.476621,1.000000
230.709969,138.476621,138.476621,1.000000
230.709969,138.476621,138.476621,1.000000
230.709969,138.476621,138.476621,1.000000
230.709969,138.476621,138.476621,1.000000
230.709969,138.476621,138.476621,1.000000
230.709969,138.476621,138.476621,1.000000
230.709969,138.476621,138.476621,1.000000
230.709969,138.476621,138.476621,1.000000
230.709969,138.476621,138.476621,1.000000
230.710226,138.477857,138.477857,1.000000
230.732591,138.585142,138.585142,1.000000
233.026447,149.589157,149.589157,1.000000
255.000000,255.000000,255.000000,1.000000
255.000000,255.000000,255.000000,1.000000
231.658798,143.028316,143.028316,1.000000
230.711758,138.485205,138.485205,1.000000
230.709969,138.476622,138.476622,1.000000
230.709969,138.476621,138.476621,1.000000
230.709969,138.476621,138.476621,1.000000
230.709969,138.476621,138.476621,1.000000
230.709969,138.476621,138.476621,1.000000
230.709969,138.476621,138.476621,1.000000
230.709969,138.476621,138.476621,1.000000
230.709969,138.476621,138.476621,1.000000
230.709969,138.476621,138.476621,1.000000
230.709969,138.476621,138.476621,1.000000
230.709969,138.476621,138.476621,1.000000
230.709969,138.476621,138.476621,1.000000
230.709969,138.476621,138.476621,1.000000
230.709969,138.476622,138.476622,1.000000
230.710828,138.480742,138.480742,1.000000
230.782359,138.823888,138.823888,1.000000
234.416333,156.256678,156.256678,1.000000
255.000000,255.000000,255.000000,1.000000
231.433868,141.949288,141.949288,1.000000
230.718655,138.518293,138.518293,1.000000
230.709969,138.476621,138.476621,1.000000
230.709969,138.476621,138.476621,1.000000
230.709969,138.476621,138.476621,1.000000
230.709969,138.476621,138.476621,1.000000
230.709969,138.476621,138.476621,1.000000
230.709969,138.476621,138.476621,1.000000
230.709969,138.476621,138.476621,1.000000
230.709969,138.476621,138.476621,1.000000
230.709969,138.476621,138.476621,1.000000
230.709969,138.476621,138.476621,1.000000
230.709969,138.476621,138.476621,1.000000
230.709969,138.476621,138.476621,1.000000
230.709969,138.476621,138.476621,1.000000
230.709969,138.476621,138.476621,1.000000
230.709973,138.476641,138.476641,1.000000
230.715832,138.504750,138.504750,1.000000
231.080605,140.254627,140.254627,1.000000
255.000000,255.000000,255.000000,1.000000
234.505286,156.683399,156.683399,1.000000
230.719677,138.523193,138.523193,1.000000
230.709969,138.476621,138.476621,1.000000
230.709969,138.476621,138.476621,1.000000
230.709969,138.476621,138.476621,1.000000
230.709969,138.476621,138.476621,1.000000
230.709969,138.476621,138.476621,1.000000
230.709969,138.476621,138.476621,1.000000
230.709969,138.476621,138.476621,1.000000
230.709969,138.476621,138.476621,1.000000
230.709969,138.476621,138.476621,1.000000
230.709969,138.476621,138.476621,1.000000
230.709969,138.476621,138.476621,1.000000
230.709969,138.476621,138.476621,1.000000
230.709969,138.476621,138.476621,1.000000
230.709969,138.476621,138.476621,1.000000
230.709971,138.476631,138.476631,1.000000
230.716077,138.505922,138.505922,1.000000
231.173264,140.699128,140.699128,1.000000
255.000000,255.000000,255.000000,1.000000
236.640152,166.924712,166.924712,1.000000
230.728066,138.563438,138.563438,1.000000
230.709969,138.476621,138.476621,1.000000
230.709969,138.476621,138.476621,1.000000
230.709969,138.476621,138.476621,1.000000
